pattern,hier_cell,lut,ff,dsp,slr,bbox
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2950,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2951,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2952,0,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2957,0,18,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2960,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2961,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2962,0,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2967,0,18,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2970,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2971,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2972,0,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2977,0,18,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2980,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2981,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2982,0,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2987,0,18,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2990,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2991,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2992,0,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U2997,0,18,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U3000,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U3001,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U3002,0,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U3007,0,18,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U3010,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U3011,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_7s_15_4_0_U3012,0,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2934,4,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2936,6,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2939,6,25,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2944,4,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2946,6,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2949,6,25,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2954,4,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2956,6,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2959,6,25,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2964,4,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2966,6,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2969,6,25,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2974,4,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2976,6,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2979,6,25,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2984,4,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2986,6,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2989,6,25,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2994,4,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2996,6,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U2999,6,25,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U3004,4,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U3006,6,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U3009,6,25,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U3015,5,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U3017,5,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U3019,5,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U3021,5,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U3023,5,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U3025,5,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U3027,5,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8ns_16_4_0_U3029,5,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U2943,2,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U2953,2,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U2963,2,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U2973,2,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U2983,2,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U2993,2,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U3003,2,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U3013,2,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U3014,1,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U3016,1,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U3018,1,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U3020,1,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U3022,1,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U3024,1,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U3026,1,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/mul_8s_8s_16_4_0_U3028,1,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3030/u1,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3030/u2,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3031/u1,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3031/u2,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3032/u1,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3032/u2,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3033/u1,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3033/u2,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3034/u1,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3034/u2,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3035/u1,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3035/u2,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3036/u1,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3036/u2,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3037/u1,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_14_true_s_fu_4702/add_18s_18s_18_2_0_U3037/u2,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/add_18s_18s_18_2_0_U3278,18,19,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/add_18s_18s_18_2_0_U3279,18,19,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/add_18s_18s_18_2_0_U3280,18,19,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/add_18s_18s_18_2_0_U3281,18,19,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/add_18s_18s_18_2_0_U3282,18,19,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/add_18s_18s_18_2_0_U3283,18,19,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/add_18s_18s_18_2_0_U3284,18,19,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/add_18s_18s_18_2_0_U3285,18,19,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_5ns_13_4_0_U3168,0,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_5ns_13_4_0_U3179,0,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_5ns_13_4_0_U3190,13,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_5ns_13_4_0_U3201,13,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_5ns_13_4_0_U3212,13,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_5ns_13_4_0_U3223,13,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_5ns_13_4_0_U3234,0,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_5ns_13_4_0_U3245,0,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3159,0,18,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3162,0,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3167,0,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3170,0,18,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3173,19,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3178,0,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3181,6,18,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3184,19,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3189,19,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3192,6,18,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3195,19,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3200,19,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3203,6,18,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3206,0,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3211,19,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3214,0,18,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3217,19,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3222,19,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3225,0,18,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3228,0,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3233,0,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3236,0,18,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3239,19,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_6s_14_4_0_U3244,0,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3161,0,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3172,0,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3183,5,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3194,5,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3205,5,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3216,0,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3227,0,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3238,0,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3247,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3249,0,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3251,14,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3253,0,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3255,14,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3257,17,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3259,14,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3261,17,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3263,14,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3265,17,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3267,14,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3269,17,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3271,14,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3273,0,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3275,14,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7ns_15_4_0_U3277,0,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3160,0,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3164,0,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3171,0,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3175,0,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3182,18,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3186,18,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3193,18,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3197,18,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3204,18,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3208,18,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3215,0,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3219,18,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3226,0,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3230,0,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3237,0,27,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_7s_15_4_0_U3241,0,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3158,5,22,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3166,6,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3169,5,22,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3177,6,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3180,21,22,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3188,23,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3191,21,22,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3199,23,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3202,21,22,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3210,23,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3213,5,22,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3221,23,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3224,5,22,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3232,6,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3235,5,22,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3243,6,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3248,1,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3252,1,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3256,22,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3260,22,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3264,22,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3268,22,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3272,1,26,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8ns_16_4_0_U3276,1,24,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3163,1,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3165,1,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3174,1,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3176,1,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3185,14,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3187,24,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3196,14,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3198,24,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3207,14,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3209,24,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3218,14,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3220,24,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3229,1,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3231,1,29,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3240,1,20,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3242,1,28,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3246,0,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3250,20,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3254,20,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3258,20,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3262,20,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3266,20,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3270,20,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/mul_8s_8s_16_4_0_U3274,20,30,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/add_18s_18s_18_2_0_U3278/u1,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/add_18s_18s_18_2_0_U3278/u2,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/add_18s_18s_18_2_0_U3279/u1,9,0,0,"",""
l1_root_channel,grp_l1_root_channel_false_15_true_s_fu_4826/add_18s_18s_18_2_0_U3279/u2,9,0,0,"",""
